instrument_id,symbol,market,asset_class,source,added_on,active,price_eligible,price_source,inactive_on
ELWT_US_EQ,ELWT,US,EQ,trading212,2025-12-26,True,True,yahoo,
ELYM_US_EQ,ELYM,US,EQ,trading212,2025-12-26,True,True,yahoo,
ELY_US_EQ,ELY,US,EQ,trading212,2025-12-26,True,True,yahoo,
ELZe_EQ,ELZe,,EQ,trading212,2025-12-26,True,True,yahoo,
EL_US_EQ,EL,US,EQ,trading212,2025-12-26,True,True,yahoo,
ELp_EQ,ELp,,EQ,trading212,2025-12-26,True,True,yahoo,
EMADl_EQ,EMADl,,EQ,trading212,2025-12-26,True,True,yahoo,
EMASl_EQ,EMASl,,EQ,trading212,2025-12-26,True,True,yahoo,
EMA_US_EQ,EMA,US,EQ,trading212,2025-12-26,True,True,yahoo,
EMBC_US_EQ,EMBC,US,EQ,trading212,2025-12-26,True,True,yahoo,
EMBEl_EQ,EMBEl,,EQ,trading212,2025-12-26,True,True,yahoo,
EMCAl_EQ,EMCAl,,EQ,trading212,2025-12-26,True,True,yahoo,
EMCG_US_EQ,EMCG,US,EQ,trading212,2025-12-26,True,True,yahoo,
EMCPl_EQ,EMCPl,,EQ,trading212,2025-12-26,True,True,yahoo,
EMCRl_EQ,EMCRl,,EQ,trading212,2025-12-26,True,True,yahoo,
EMCRm_EQ,EMCRm,,EQ,trading212,2025-12-26,True,True,yahoo,
EMDDl_EQ,EMDDl,,EQ,trading212,2025-12-26,True,True,yahoo,
EMDLl_EQ,EMDLl,,EQ,trading212,2025-12-26,True,True,yahoo,
EMDVl_EQ,EMDVl,,EQ,trading212,2025-12-26,True,True,yahoo,
EMEEl_EQ,EMEEl,,EQ,trading212,2025-12-26,True,True,yahoo,
EMESl_EQ,EMESl,,EQ,trading212,2025-12-26,True,True,yahoo,
EME_US_EQ,EME,US,EQ,trading212,2025-12-26,True,True,yahoo,
EMGAl_EQ,EMGAl,,EQ,trading212,2025-12-26,True,True,yahoo,
EMGAp_EQ,EMGAp,,EQ,trading212,2025-12-26,True,True,yahoo,
EMGUl_EQ,EMGUl,,EQ,trading212,2025-12-26,True,True,yahoo,
EMH5l_EQ,EMH5l,,EQ,trading212,2025-12-26,True,True,yahoo,
EMHDl_EQ,EMHDl,,EQ,trading212,2025-12-26,True,True,yahoo,
EMHGl_EQ,EMHGl,,EQ,trading212,2025-12-26,True,True,yahoo,
EMIDl_EQ,EMIDl,,EQ,trading212,2025-12-26,True,True,yahoo,
EMIEd_EQ,EMIEd,,EQ,trading212,2025-12-26,True,True,yahoo,
EMIGd_EQ,EMIGd,,EQ,trading212,2025-12-26,True,True,yahoo,
EMIMa_EQ,EMIMa,,EQ,trading212,2025-12-26,True,True,yahoo,
EMLBl_EQ,EMLBl,,EQ,trading212,2025-12-26,True,True,yahoo,
EMLCl_EQ,EMLCl,,EQ,trading212,2025-12-26,True,True,yahoo,
EMLCm_EQ,EMLCm,,EQ,trading212,2025-12-26,True,True,yahoo,
EMLD_US_EQ,EMLD,US,EQ,trading212,2025-12-26,True,True,yahoo,
EML_US_EQ,EML,US,EQ,trading212,2025-12-26,True,True,yahoo,
EMMVl_EQ,EMMVl,,EQ,trading212,2025-12-26,True,True,yahoo,
EMND1d_EQ,EMND1d,,EQ,trading212,2025-12-26,True,True,yahoo,
EMNEd_EQ,EMNEd,,EQ,trading212,2025-12-26,True,True,yahoo,
EMNJd_EQ,EMNJd,,EQ,trading212,2025-12-26,True,True,yahoo,
EMNUd_EQ,EMNUd,,EQ,trading212,2025-12-26,True,True,yahoo,
EMN_US_EQ,EMN,US,EQ,trading212,2025-12-26,True,True,yahoo,
EMPAa_EQ,EMPAa,,EQ,trading212,2025-12-26,True,True,yahoo,
EMQQl_EQ,EMQQl,,EQ,trading212,2025-12-26,True,True,yahoo,
EMQQm_EQ,EMQQm,,EQ,trading212,2025-12-26,True,True,yahoo,
EMRDl_EQ,EMRDl,,EQ,trading212,2025-12-26,True,True,yahoo,
EMR_US_EQ,EMR,US,EQ,trading212,2025-12-26,True,True,yahoo,
EMRd_EQ,EMRd,,EQ,trading212,2025-12-26,True,True,yahoo,
EMSAa_EQ,EMSAa,,EQ,trading212,2025-12-26,True,True,yahoo,
EMSAl_EQ,EMSAl,,EQ,trading212,2025-12-26,True,True,yahoo,
EMSDl_EQ,EMSDl,,EQ,trading212,2025-12-26,True,True,yahoo,
EMSMl_EQ,EMSMl,,EQ,trading212,2025-12-26,True,True,yahoo,
EMUDl_EQ,EMUDl,,EQ,trading212,2025-12-26,True,True,yahoo,
EMUMs_EQ,EMUMs,,EQ,trading212,2025-12-26,True,True,yahoo,
EMUSl_EQ,EMUSl,,EQ,trading212,2025-12-26,True,True,yahoo,
EMUSm_EQ,EMUSm,,EQ,trading212,2025-12-26,True,True,yahoo,
EMUUl_EQ,EMUUl,,EQ,trading212,2025-12-26,True,True,yahoo,
EMVEUAd_EQ,EMVEUAd,,EQ,trading212,2025-12-26,True,True,yahoo,
EMVLl_EQ,EMVLl,,EQ,trading212,2025-12-26,True,True,yahoo,
EMVm_EQ,EMVm,,EQ,trading212,2025-12-26,True,True,yahoo,
EMWEp_EQ,EMWEp,,EQ,trading212,2025-12-26,True,True,yahoo,
EMXCd_EQ,EMXCd,,EQ,trading212,2025-12-26,True,True,yahoo,
EMXCl_EQ,EMXCl,,EQ,trading212,2025-12-26,True,True,yahoo,
EMXUl_EQ,EMXUl,,EQ,trading212,2025-12-26,True,True,yahoo,
EMYB_US_EQ,EMYB,US,EQ,trading212,2025-12-26,True,True,yahoo,
EM_US_EQ,EM,US,EQ,trading212,2025-12-26,True,True,yahoo,
EN3d_EQ,EN3d,,EQ,trading212,2025-12-26,True,True,yahoo,
EN4Cd_EQ,EN4Cd,,EQ,trading212,2025-12-26,True,True,yahoo,
ENBP_US_EQ,ENBP,US,EQ,trading212,2025-12-26,True,True,yahoo,
ENB_US_EQ,ENB,US,EQ,trading212,2025-12-26,True,True,yahoo,
ENCOl_EQ,ENCOl,,EQ,trading212,2025-12-26,True,True,yahoo,
ENCP_US_EQ,ENCP,US,EQ,trading212,2025-12-26,True,True,yahoo,
ENCUF_US_EQ,ENCUF,US,EQ,trading212,2025-12-26,True,True,yahoo,
ENCe_EQ,ENCe,,EQ,trading212,2025-12-26,True,True,yahoo,
ENDp_EQ,ENDp,,EQ,trading212,2025-12-26,True,True,yahoo,
ENEFl_EQ,ENEFl,,EQ,trading212,2025-12-26,True,True,yahoo,
ENERe_EQ,ENERe,,EQ,trading212,2025-12-26,True,True,yahoo,
ENFA_US_EQ,ENFA,US,EQ,trading212,2025-12-26,True,True,yahoo,
ENFN_US_EQ,ENFN,US,EQ,trading212,2025-12-26,True,True,yahoo,
ENGBl_EQ,ENGBl,,EQ,trading212,2025-12-26,True,True,yahoo,
ENGEl_EQ,ENGEl,,EQ,trading212,2025-12-26,True,True,yahoo,
ENGGY_US_EQ,ENGGY,US,EQ,trading212,2025-12-26,True,True,yahoo,
ENGIY_US_EQ,ENGIY,US,EQ,trading212,2025-12-26,True,True,yahoo,
ENGIp_EQ,ENGIp,,EQ,trading212,2025-12-26,True,True,yahoo,
ENGLd_EQ,ENGLd,,EQ,trading212,2025-12-26,True,True,yahoo,
ENGMF_US_EQ,ENGMF,US,EQ,trading212,2025-12-26,True,True,yahoo,
ENGS_US_EQ,ENGS,US,EQ,trading212,2025-12-26,True,True,yahoo,
ENGSm_EQ,ENGSm,,EQ,trading212,2025-12-26,True,True,yahoo,
ENGWl_EQ,ENGWl,,EQ,trading212,2025-12-26,True,True,yahoo,
ENG_US_EQ,ENG,US,EQ,trading212,2025-12-26,True,True,yahoo,
ENGe_EQ,ENGe,,EQ,trading212,2025-12-26,True,True,yahoo,
ENGp_EQ,ENGp,,EQ,trading212,2025-12-26,True,True,yahoo,
ENIC_US_EQ,ENIC,US,EQ,trading212,2025-12-26,True,True,yahoo,
ENIKm_EQ,ENIKm,,EQ,trading212,2025-12-26,True,True,yahoo,
ENI_BE_EQ,ENI,BE,EQ,trading212,2025-12-26,True,True,yahoo,
ENL1d_EQ,ENL1d,,EQ,trading212,2025-12-26,True,True,yahoo,
ENLAY_US_EQ,ENLAY,US,EQ,trading212,2025-12-26,True,True,yahoo,
ENLT_US_EQ,ENLT,US,EQ,trading212,2025-12-26,True,True,yahoo,
ENLV_US_EQ,ENLV,US,EQ,trading212,2025-12-26,True,True,yahoo,
ENOB_US_EQ,ENOB,US,EQ,trading212,2025-12-26,True,True,yahoo,
ENOe_EQ,ENOe,,EQ,trading212,2025-12-26,True,True,yahoo,
ENPC_US_EQ,ENPC,US,EQ,trading212,2025-12-26,True,True,yahoo,
ENPH_US_EQ,ENPH,US,EQ,trading212,2025-12-26,True,True,yahoo,
ENPLl_EQ,ENPLl,,EQ,trading212,2025-12-26,True,True,yahoo,
ENRGY_BB_EQ,ENRGY,BB,EQ,trading212,2025-12-26,True,True,yahoo,
ENRSs_EQ,ENRSs,,EQ,trading212,2025-12-26,True,True,yahoo,
ENRUl_EQ,ENRUl,,EQ,trading212,2025-12-26,True,True,yahoo,
ENR_US_EQ,ENR,US,EQ,trading212,2025-12-26,True,True,yahoo,
ENRd_EQ,ENRd,,EQ,trading212,2025-12-26,True,True,yahoo,
ENSG_US_EQ,ENSG,US,EQ,trading212,2025-12-26,True,True,yahoo,
ENSV_US_EQ,ENSV,US,EQ,trading212,2025-12-26,True,True,yahoo,
ENS_US_EQ,ENS,US,EQ,trading212,2025-12-26,True,True,yahoo,
ENTA_US_EQ,ENTA,US,EQ,trading212,2025-12-26,True,True,yahoo,
ENTG_US_EQ,ENTG,US,EQ,trading212,2025-12-26,True,True,yahoo,
ENTX_US_EQ,ENTX,US,EQ,trading212,2025-12-26,True,True,yahoo,
ENURd_EQ,ENURd,,EQ,trading212,2025-12-26,True,True,yahoo,
ENVA_US_EQ,ENVA,US,EQ,trading212,2025-12-26,True,True,yahoo,
ENVIa_EQ,ENVIa,,EQ,trading212,2025-12-26,True,True,yahoo,
ENXp_EQ,ENXp,,EQ,trading212,2025-12-26,True,True,yahoo,
ENZN_US_EQ,ENZN,US,EQ,trading212,2025-12-26,True,True,yahoo,
ENp_EQ,ENp,,EQ,trading212,2025-12-26,True,True,yahoo,
EO5d_EQ,EO5d,,EQ,trading212,2025-12-26,True,True,yahoo,
EOANd_EQ,EOANd,,EQ,trading212,2025-12-26,True,True,yahoo,
EOG_US_EQ,EOG,US,EQ,trading212,2025-12-26,True,True,yahoo,
EOLS_US_EQ,EOLS,US,EQ,trading212,2025-12-26,True,True,yahoo,
EONGY_US_EQ,EONGY,US,EQ,trading212,2025-12-26,True,True,yahoo,
EOp_EQ,EOp,,EQ,trading212,2025-12-26,True,True,yahoo,
EPADa_EQ,EPADa,,EQ,trading212,2025-12-26,True,True,yahoo,
EPAM_US_EQ,EPAM,US,EQ,trading212,2025-12-26,True,True,yahoo,
EPC_US_EQ,EPC,US,EQ,trading212,2025-12-26,True,True,yahoo,
EPM_US_EQ,EPM,US,EQ,trading212,2025-12-26,True,True,yahoo,
EPOKY_US_EQ,EPOKY,US,EQ,trading212,2025-12-26,True,True,yahoo,
EPRAp_EQ,EPRAp,,EQ,trading212,2025-12-26,True,True,yahoo,
EPREp_EQ,EPREp,,EQ,trading212,2025-12-26,True,True,yahoo,
EPRT_US_EQ,EPRT,US,EQ,trading212,2025-12-26,True,True,yahoo,
EPRX_US_EQ,EPRX,US,EQ,trading212,2025-12-26,True,True,yahoo,
EPR_US_EQ,EPR,US,EQ,trading212,2025-12-26,True,True,yahoo,
EPSM_US_EQ,EPSM,US,EQ,trading212,2025-12-26,True,True,yahoo,
EPSN_US_EQ,EPSN,US,EQ,trading212,2025-12-26,True,True,yahoo,
EPWK_US_EQ,EPWK,US,EQ,trading212,2025-12-26,True,True,yahoo,
EP_US_EQ,EP,US,EQ,trading212,2025-12-26,True,True,yahoo,
EQ6d_EQ,EQ6d,,EQ,trading212,2025-12-26,True,True,yahoo,
EQACm_EQ,EQACm,,EQ,trading212,2025-12-26,True,True,yahoo,
EQACs_EQ,EQACs,,EQ,trading212,2025-12-26,True,True,yahoo,
EQBK_US_EQ,EQBK,US,EQ,trading212,2025-12-26,True,True,yahoo,
EQEUd_EQ,EQEUd,,EQ,trading212,2025-12-26,True,True,yahoo,
EQFN_US_EQ,EQFN,US,EQ,trading212,2025-12-26,True,True,yahoo,
EQH_US_EQ,EQH,US,EQ,trading212,2025-12-26,True,True,yahoo,
EQIX_US_EQ,EQIX,US,EQ,trading212,2025-12-26,True,True,yahoo,
EQNR_US_EQ,EQNR,US,EQ,trading212,2025-12-26,True,True,yahoo,
EQQDd_EQ,EQQDd,,EQ,trading212,2025-12-26,True,True,yahoo,
EQQJd_EQ,EQQJd,,EQ,trading212,2025-12-26,True,True,yahoo,
EQQJl_EQ,EQQJl,,EQ,trading212,2025-12-26,True,True,yahoo,
EQQQm_EQ,EQQQm,,EQ,trading212,2025-12-26,True,True,yahoo,
EQQQs_EQ,EQQQs,,EQ,trading212,2025-12-26,True,True,yahoo,
EQQSl_EQ,EQQSl,,EQ,trading212,2025-12-26,True,True,yahoo,
EQQXd_EQ,EQQXd,,EQ,trading212,2025-12-26,True,True,yahoo,
EQR_US_EQ,EQR,US,EQ,trading212,2025-12-26,True,True,yahoo,
EQS_US_EQ,EQS,US,EQ,trading212,2025-12-26,True,True,yahoo,
EQSp_EQ,EQSp,,EQ,trading212,2025-12-26,True,True,yahoo,
EQT_US_EQ,EQT,US,EQ,trading212,2025-12-26,True,True,yahoo,
EQV_US_EQ,EQV,US,EQ,trading212,2025-12-26,True,True,yahoo,
EQX_US_EQ,EQX,US,EQ,trading212,2025-12-26,True,True,yahoo,
EQ_US_EQ,EQ,US,EQ,trading212,2025-12-26,True,True,yahoo,
ERAS_US_EQ,ERAS,US,EQ,trading212,2025-12-26,True,True,yahoo,
ERAp_EQ,ERAp,,EQ,trading212,2025-12-26,True,True,yahoo,
ERCBd_EQ,ERCBd,,EQ,trading212,2025-12-26,True,True,yahoo,
ERFp_EQ,ERFp,,EQ,trading212,2025-12-26,True,True,yahoo,
ERIC_US_EQ,ERIC,US,EQ,trading212,2025-12-26,True,True,yahoo,
ERIE_US_EQ,ERIE,US,EQ,trading212,2025-12-26,True,True,yahoo,
ERII_US_EQ,ERII,US,EQ,trading212,2025-12-26,True,True,yahoo,
ERI_US_EQ,ERI,US,EQ,trading212,2025-12-26,True,True,yahoo,
ERJ_US_EQ,ERJ,US,EQ,trading212,2025-12-26,True,True,yahoo,
ERKH_US_EQ,ERKH,US,EQ,trading212,2025-12-26,True,True,yahoo,
ERMAY_US_EQ,ERMAY,US,EQ,trading212,2025-12-26,True,True,yahoo,
ERN1l_EQ,ERN1l,,EQ,trading212,2025-12-26,True,True,yahoo,
ERNAl_EQ,ERNAl,,EQ,trading212,2025-12-26,True,True,yahoo,
ERNDl_EQ,ERNDl,,EQ,trading212,2025-12-26,True,True,yahoo,
ERNEl_EQ,ERNEl,,EQ,trading212,2025-12-26,True,True,yahoo,
ERNSl_EQ,ERNSl,,EQ,trading212,2025-12-26,True,True,yahoo,
ERNUl_EQ,ERNUl,,EQ,trading212,2025-12-26,True,True,yahoo,
ERNXd_EQ,ERNXd,,EQ,trading212,2025-12-26,True,True,yahoo,
ERO_US_EQ,ERO,US,EQ,trading212,2025-12-26,True,True,yahoo,
EROl_EQ,EROl,,EQ,trading212,2025-12-26,True,True,yahoo,
ERTd_EQ,ERTd,,EQ,trading212,2025-12-26,True,True,yahoo,
ES15l_EQ,ES15l,,EQ,trading212,2025-12-26,True,True,yahoo,
ES50s_EQ,ES50s,,EQ,trading212,2025-12-26,True,True,yahoo,
ES6Yd_EQ,ES6Yd,,EQ,trading212,2025-12-26,True,True,yahoo,
ESAB_US_EQ,ESAB,US,EQ,trading212,2025-12-26,True,True,yahoo,
ESAC_US_EQ,ESAC,US,EQ,trading212,2025-12-26,True,True,yahoo,
ESAIY_US_EQ,ESAIY,US,EQ,trading212,2025-12-26,True,True,yahoo,
ESAJd_EQ,ESAJd,,EQ,trading212,2025-12-26,True,True,yahoo,
ESAKd_EQ,ESAKd,,EQ,trading212,2025-12-26,True,True,yahoo,
ESCA_US_EQ,ESCA,US,EQ,trading212,2025-12-26,True,True,yahoo,
ESEA_US_EQ,ESEA,US,EQ,trading212,2025-12-26,True,True,yahoo,
ESE_US_EQ,ESE,US,EQ,trading212,2025-12-26,True,True,yahoo,
ESGBl_EQ,ESGBl,,EQ,trading212,2025-12-26,True,True,yahoo,
ESGC_US_EQ,ESGC,US,EQ,trading212,2025-12-26,True,True,yahoo,
ESGEd_EQ,ESGEd,,EQ,trading212,2025-12-26,True,True,yahoo,
ESGJd_EQ,ESGJd,,EQ,trading212,2025-12-26,True,True,yahoo,
ESGMd_EQ,ESGMd,,EQ,trading212,2025-12-26,True,True,yahoo,
ESGOl_EQ,ESGOl,,EQ,trading212,2025-12-26,True,True,yahoo,
ESGPd_EQ,ESGPd,,EQ,trading212,2025-12-26,True,True,yahoo,
ESGR_US_EQ,ESGR,US,EQ,trading212,2025-12-26,True,True,yahoo,
ESGUl_EQ,ESGUl,,EQ,trading212,2025-12-26,True,True,yahoo,
ESGUm_EQ,ESGUm,,EQ,trading212,2025-12-26,True,True,yahoo,
ESGWl_EQ,ESGWl,,EQ,trading212,2025-12-26,True,True,yahoo,
ESHA_US_EQ,ESHA,US,EQ,trading212,2025-12-26,True,True,yahoo,
ESICd_EQ,ESICd,,EQ,trading212,2025-12-26,True,True,yahoo,
ESICl_EQ,ESICl,,EQ,trading212,2025-12-26,True,True,yahoo,
ESIEd_EQ,ESIEd,,EQ,trading212,2025-12-26,True,True,yahoo,
ESIEl_EQ,ESIEl,,EQ,trading212,2025-12-26,True,True,yahoo,
ESIFd_EQ,ESIFd,,EQ,trading212,2025-12-26,True,True,yahoo,
ESIFl_EQ,ESIFl,,EQ,trading212,2025-12-26,True,True,yahoo,
ESIHd_EQ,ESIHd,,EQ,trading212,2025-12-26,True,True,yahoo,
ESIHl_EQ,ESIHl,,EQ,trading212,2025-12-26,True,True,yahoo,
ESINd_EQ,ESINd,,EQ,trading212,2025-12-26,True,True,yahoo,
ESINl_EQ,ESINl,,EQ,trading212,2025-12-26,True,True,yahoo,
ESISd_EQ,ESISd,,EQ,trading212,2025-12-26,True,True,yahoo,
ESISl_EQ,ESISl,,EQ,trading212,2025-12-26,True,True,yahoo,
ESITd_EQ,ESITd,,EQ,trading212,2025-12-26,True,True,yahoo,
ESITl_EQ,ESITl,,EQ,trading212,2025-12-26,True,True,yahoo,
ESI_US_EQ,ESI,US,EQ,trading212,2025-12-26,True,True,yahoo,
ESLOY_US_EQ,ESLOY,US,EQ,trading212,2025-12-26,True,True,yahoo,
ESLT_US_EQ,ESLT,US,EQ,trading212,2025-12-26,True,True,yahoo,
ESNT_US_EQ,ESNT,US,EQ,trading212,2025-12-26,True,True,yahoo,
ESOA_US_EQ,ESOA,US,EQ,trading212,2025-12-26,True,True,yahoo,
ESOYm_EQ,ESOYm,,EQ,trading212,2025-12-26,True,True,yahoo,
ESP0d_EQ,ESP0d,,EQ,trading212,2025-12-26,True,True,yahoo,
ESPOl_EQ,ESPOl,,EQ,trading212,2025-12-26,True,True,yahoo,
ESPOm_EQ,ESPOm,,EQ,trading212,2025-12-26,True,True,yahoo,
ESPR_US_EQ,ESPR,US,EQ,trading212,2025-12-26,True,True,yahoo,
ESPXa_EQ,ESPXa,,EQ,trading212,2025-12-26,True,True,yahoo,
ESP_US_EQ,ESP,US,EQ,trading212,2025-12-26,True,True,yahoo,
ESQ_US_EQ,ESQ,US,EQ,trading212,2025-12-26,True,True,yahoo,
ESRT_US_EQ,ESRT,US,EQ,trading212,2025-12-26,True,True,yahoo,
ESSC_US_EQ,ESSC,US,EQ,trading212,2025-12-26,True,True,yahoo,
ESS_US_EQ,ESS,US,EQ,trading212,2025-12-26,True,True,yahoo,
ESTA_US_EQ,ESTA,US,EQ,trading212,2025-12-26,True,True,yahoo,
ESTC_US_EQ,ESTC,US,EQ,trading212,2025-12-26,True,True,yahoo,
ESUGm_EQ,ESUGm,,EQ,trading212,2025-12-26,True,True,yahoo,
ESVRm_EQ,ESVRm,,EQ,trading212,2025-12-26,True,True,yahoo,
ESYJY_US_EQ,ESYJY,US,EQ,trading212,2025-12-26,True,True,yahoo,
ES_US_EQ,ES,US,EQ,trading212,2025-12-26,True,True,yahoo,
ESp_EQ,ESp,,EQ,trading212,2025-12-26,True,True,yahoo,
ET32l_EQ,ET32l,,EQ,trading212,2025-12-26,True,True,yahoo,
ET33l_EQ,ET33l,,EQ,trading212,2025-12-26,True,True,yahoo,
ETCMY_US_EQ,ETCMY,US,EQ,trading212,2025-12-26,True,True,yahoo,
ETCe_EQ,ETCe,,EQ,trading212,2025-12-26,True,True,yahoo,
ETGd_EQ,ETGd,,EQ,trading212,2025-12-26,True,True,yahoo,
ETHCl_EQ,ETHCl,,EQ,trading212,2025-12-26,True,True,yahoo,
ETHCs_EQ,ETHCs,,EQ,trading212,2025-12-26,True,True,yahoo,
ETHEUSDs_EQ,ETHEUSDs,,EQ,trading212,2025-12-26,True,True,yahoo,
ETHPl_EQ,ETHPl,,EQ,trading212,2025-12-26,True,True,yahoo,
ETHWUSDs_EQ,ETHWUSDs,,EQ,trading212,2025-12-26,True,True,yahoo,
ETH_US_EQ,ETH,US,EQ,trading212,2025-12-26,True,True,yahoo,
ETLNd_EQ,ETLNd,,EQ,trading212,2025-12-26,True,True,yahoo,
ETLNl_EQ,ETLNl,,EQ,trading212,2025-12-26,True,True,yahoo,
ETLQd_EQ,ETLQd,,EQ,trading212,2025-12-26,True,True,yahoo,
ETLRd_EQ,ETLRd,,EQ,trading212,2025-12-26,True,True,yahoo,
ETLp_EQ,ETLp,,EQ,trading212,2025-12-26,True,True,yahoo,
ETM_US_EQ,ETM,US,EQ,trading212,2025-12-26,True,True,yahoo,
ETN_US_EQ,ETN,US,EQ,trading212,2025-12-26,True,True,yahoo,
ETOLF_US_EQ,ETOLF,US,EQ,trading212,2025-12-26,True,True,yahoo,
ETON_US_EQ,ETON,US,EQ,trading212,2025-12-26,True,True,yahoo,
ETOR_US_EQ,ETOR,US,EQ,trading212,2025-12-26,True,True,yahoo,
ETR_US_EQ,ETR,US,EQ,trading212,2025-12-26,True,True,yahoo,
ETSY_US_EQ,ETSY,US,EQ,trading212,2025-12-26,True,True,yahoo,
ETSZd_EQ,ETSZd,,EQ,trading212,2025-12-26,True,True,yahoo,
ETS_AT_EQ,ETS,AT,EQ,trading212,2025-12-26,True,True,yahoo,
EUAUm_EQ,EUAUm,,EQ,trading212,2025-12-26,True,True,yahoo,
EUCHm_EQ,EUCHm,,EQ,trading212,2025-12-26,True,True,yahoo,
EUDFd_EQ,EUDFd,,EQ,trading212,2025-12-26,True,True,yahoo,
EUDIl_EQ,EUDIl,,EQ,trading212,2025-12-26,True,True,yahoo,
EUDVl_EQ,EUDVl,,EQ,trading212,2025-12-26,True,True,yahoo,
EUEDd_EQ,EUEDd,,EQ,trading212,2025-12-26,True,True,yahoo,
EUEEd_EQ,EUEEd,,EQ,trading212,2025-12-26,True,True,yahoo,
EUEEl_EQ,EUEEl,,EQ,trading212,2025-12-26,True,True,yahoo,
EUESm_EQ,EUESm,,EQ,trading212,2025-12-26,True,True,yahoo,
EUGBm_EQ,EUGBm,,EQ,trading212,2025-12-26,True,True,yahoo,
EUHIm_EQ,EUHIm,,EQ,trading212,2025-12-26,True,True,yahoo,
EUJPm_EQ,EUJPm,,EQ,trading212,2025-12-26,True,True,yahoo,
EUMDl_EQ,EUMDl,,EQ,trading212,2025-12-26,True,True,yahoo,
EUN1d_EQ,EUN1d,,EQ,trading212,2025-12-26,True,True,yahoo,
EUN2d_EQ,EUN2d,,EQ,trading212,2025-12-26,True,True,yahoo,
EUN3d_EQ,EUN3d,,EQ,trading212,2025-12-26,True,True,yahoo,
EUN4d_EQ,EUN4d,,EQ,trading212,2025-12-26,True,True,yahoo,
EUN8d_EQ,EUN8d,,EQ,trading212,2025-12-26,True,True,yahoo,
EUN9d_EQ,EUN9d,,EQ,trading212,2025-12-26,True,True,yahoo,
EUNAd_EQ,EUNAd,,EQ,trading212,2025-12-26,True,True,yahoo,
EUNHd_EQ,EUNHd,,EQ,trading212,2025-12-26,True,True,yahoo,
EUNId_EQ,EUNId,,EQ,trading212,2025-12-26,True,True,yahoo,
EUNKd_EQ,EUNKd,,EQ,trading212,2025-12-26,True,True,yahoo,
EUNLd_EQ,EUNLd,,EQ,trading212,2025-12-26,True,True,yahoo,
EUNOm_EQ,EUNOm,,EQ,trading212,2025-12-26,True,True,yahoo,
EUNRd_EQ,EUNRd,,EQ,trading212,2025-12-26,True,True,yahoo,
EUNSd_EQ,EUNSd,,EQ,trading212,2025-12-26,True,True,yahoo,
EUNUd_EQ,EUNUd,,EQ,trading212,2025-12-26,True,True,yahoo,
EUNW_EQ,EUNW,,EQ,trading212,2025-12-26,True,True,yahoo,
EUNXd_EQ,EUNXd,,EQ,trading212,2025-12-26,True,True,yahoo,
EUNYd_EQ,EUNYd,,EQ,trading212,2025-12-26,True,True,yahoo,
EUPBa_EQ,EUPBa,,EQ,trading212,2025-12-26,True,True,yahoo,
EUREAs_EQ,EUREAs,,EQ,trading212,2025-12-26,True,True,yahoo,
EUREUAd_EQ,EUREUAd,,EQ,trading212,2025-12-26,True,True,yahoo,
EURK_US_EQ,EURK,US,EQ,trading212,2025-12-26,True,True,yahoo,
EURN_BE_EQ,EURN,BE,EQ,trading212,2025-12-26,True,True,yahoo,
EURN_US_EQ,EURN,US,EQ,trading212,2025-12-26,True,True,yahoo,
EUS3m_EQ,EUS3m,,EQ,trading212,2025-12-26,True,True,yahoo,
EUS5m_EQ,EUS5m,,EQ,trading212,2025-12-26,True,True,yahoo,
EUSDl_EQ,EUSDl,,EQ,trading212,2025-12-26,True,True,yahoo,
EUSEm_EQ,EUSEm,,EQ,trading212,2025-12-26,True,True,yahoo,
EUSG_US_EQ,EUSG,US,EQ,trading212,2025-12-26,True,True,yahoo,
EUSP_US_EQ,EUSP,US,EQ,trading212,2025-12-26,True,True,yahoo,
EUSPl_EQ,EUSPl,,EQ,trading212,2025-12-26,True,True,yahoo,
EUUSm_EQ,EUUSm,,EQ,trading212,2025-12-26,True,True,yahoo,
EUZd_EQ,EUZd,,EQ,trading212,2025-12-26,True,True,yahoo,
EVALl_EQ,EVALl,,EQ,trading212,2025-12-26,True,True,yahoo,
EVAX_US_EQ,EVAX,US,EQ,trading212,2025-12-26,True,True,yahoo,
EVCM_US_EQ,EVCM,US,EQ,trading212,2025-12-26,True,True,yahoo,
EVC_US_EQ,EVC,US,EQ,trading212,2025-12-26,True,True,yahoo,
EVDd_EQ,EVDd,,EQ,trading212,2025-12-26,True,True,yahoo,
EVER_US_EQ,EVER,US,EQ,trading212,2025-12-26,True,True,yahoo,
EVFM_US_EQ,EVFM,US,EQ,trading212,2025-12-26,True,True,yahoo,
EVGN_US_EQ,EVGN,US,EQ,trading212,2025-12-26,True,True,yahoo,
EVH_US_EQ,EVH,US,EQ,trading212,2025-12-26,True,True,yahoo,
EVI_US_EQ,EVI,US,EQ,trading212,2025-12-26,True,True,yahoo,
EVK_US_EQ,EVK,US,EQ,trading212,2025-12-26,True,True,yahoo,
EVKd_EQ,EVKd,,EQ,trading212,2025-12-26,True,True,yahoo,
EVLO_US_EQ,EVLO,US,EQ,trading212,2025-12-26,True,True,yahoo,
EVMN_US_EQ,EVMN,US,EQ,trading212,2025-12-26,True,True,yahoo,
EVN_AT_EQ,EVN,AT,EQ,trading212,2025-12-26,True,True,yahoo,
EVOL_US_EQ,EVOL,US,EQ,trading212,2025-12-26,True,True,yahoo,
