instrument_id,symbol,market,asset_class,source,added_on,active,price_eligible,price_source,inactive_on
FTS_US_EQ,FTS,US,EQ,trading212,2025-12-26,True,False,none,
FTV_US_EQ,FTV,US,EQ,trading212,2025-12-26,True,False,none,
FTWDd_EQ,FTWDd,,EQ,trading212,2025-12-26,True,False,none,
FTWDl_EQ,FTWDl,,EQ,trading212,2025-12-26,True,False,none,
FUBO_US_EQ,FUBO,US,EQ,trading212,2025-12-26,True,True,yahoo,
FUCd_EQ,FUCd,,EQ,trading212,2025-12-26,True,True,yahoo,
FUIPl_EQ,FUIPl,,EQ,trading212,2025-12-26,True,True,yahoo,
FUJ1d_EQ,FUJ1d,,EQ,trading212,2025-12-26,True,True,yahoo,
FUJHY_US_EQ,FUJHY,US,EQ,trading212,2025-12-26,True,True,yahoo,
FUJIY_US_EQ,FUJIY,US,EQ,trading212,2025-12-26,True,True,yahoo,
FULC_US_EQ,FULC,US,EQ,trading212,2025-12-26,True,True,yahoo,
FULT_US_EQ,FULT,US,EQ,trading212,2025-12-26,True,True,yahoo,
FUL_US_EQ,FUL,US,EQ,trading212,2025-12-26,True,True,yahoo,
FUN1_US_EQ,FUN1,US,EQ,trading212,2025-12-26,True,True,yahoo,
FUNC_US_EQ,FUNC,US,EQ,trading212,2025-12-26,True,True,yahoo,
FUPBY_US_EQ,FUPBY,US,EQ,trading212,2025-12-26,True,True,yahoo,
FURa_EQ,FURa,,EQ,trading212,2025-12-26,True,True,yahoo,
FUSAd_EQ,FUSAd,,EQ,trading212,2025-12-26,True,True,yahoo,
FUSAl_EQ,FUSAl,,EQ,trading212,2025-12-26,True,True,yahoo,
FUSB_US_EQ,FUSB,US,EQ,trading212,2025-12-26,True,True,yahoo,
FUSDd_EQ,FUSDd,,EQ,trading212,2025-12-26,True,True,yahoo,
FUSDl_EQ,FUSDl,,EQ,trading212,2025-12-26,True,True,yahoo,
FUSPl_EQ,FUSPl,,EQ,trading212,2025-12-26,True,True,yahoo,
FUSRl_EQ,FUSRl,,EQ,trading212,2025-12-26,True,True,yahoo,
FUSUd_EQ,FUSUd,,EQ,trading212,2025-12-26,True,True,yahoo,
FUT3l_EQ,FUT3l,,EQ,trading212,2025-12-26,True,True,yahoo,
FUTU_US_EQ,FUTU,US,EQ,trading212,2025-12-26,True,True,yahoo,
FUUFF_US_EQ,FUUFF,US,EQ,trading212,2025-12-26,True,True,yahoo,
FUV_US_EQ,FUV,US,EQ,trading212,2025-12-26,True,True,yahoo,
FUWAY_US_EQ,FUWAY,US,EQ,trading212,2025-12-26,True,True,yahoo,
FVAC_US_EQ,FVAC,US,EQ,trading212,2025-12-26,True,True,yahoo,
FVCB_US_EQ,FVCB,US,EQ,trading212,2025-12-26,True,False,none,
FVDl_EQ,FVDl,,EQ,trading212,2025-12-26,True,False,none,
FVJd_EQ,FVJd,,EQ,trading212,2025-12-26,True,False,none,
FVN_US_EQ,FVN,US,EQ,trading212,2025-12-26,True,False,none,
FVRR_US_EQ,FVRR,US,EQ,trading212,2025-12-26,True,False,none,
FVR_US_EQ,FVR,US,EQ,trading212,2025-12-26,True,False,none,
FWAA_US_EQ,FWAA,US,EQ,trading212,2025-12-26,True,True,yahoo,
FWAC_US_EQ,FWAC,US,EQ,trading212,2025-12-26,True,True,yahoo,
FWEAd_EQ,FWEAd,,EQ,trading212,2025-12-26,True,True,yahoo,
FWONA_US_EQ,FWONA,US,EQ,trading212,2025-12-26,True,True,yahoo,
FWONK_US_EQ,FWONK,US,EQ,trading212,2025-12-26,True,True,yahoo,
FWRAl_EQ,FWRAl,,EQ,trading212,2025-12-26,True,True,yahoo,
FWRAm_EQ,FWRAm,,EQ,trading212,2025-12-26,True,True,yahoo,
FWRD_US_EQ,FWRD,US,EQ,trading212,2025-12-26,True,False,none,
FWRG_US_EQ,FWRG,US,EQ,trading212,2025-12-26,True,False,none,
FXACa_EQ,FXACa,,EQ,trading212,2025-12-26,True,True,yahoo,
FXCa_EQ,FXCa,,EQ,trading212,2025-12-26,True,True,yahoo,
FXCs_EQ,FXCs,,EQ,trading212,2025-12-26,True,False,none,
FXI_EQ,FXI,,EQ,trading212,2025-12-26,True,True,yahoo,
FXLV_US_EQ,FXLV,US,EQ,trading212,2025-12-26,True,False,none,
FXNC_US_EQ,FXNC,US,EQ,trading212,2025-12-26,True,False,none,
FXRUl_EQ,FXRUl,,EQ,trading212,2025-12-26,True,True,yahoo,
FYBR_US_EQ,FYBR,US,EQ,trading212,2025-12-26,True,False,none,
FYBd_EQ,FYBd,,EQ,trading212,2025-12-26,True,False,none,
FYXl_EQ,FYXl,,EQ,trading212,2025-12-26,True,False,none,
FZMd_EQ,FZMd,,EQ,trading212,2025-12-26,True,False,none,
FZT_US_EQ,FZT,US,EQ,trading212,2025-12-26,True,False,none,
F_US_EQ,F,US,EQ,trading212,2025-12-26,True,False,none,
G1Ad_EQ,G1Ad,,EQ,trading212,2025-12-26,True,True,yahoo,
G1CDd_EQ,G1CDd,,EQ,trading212,2025-12-26,True,False,none,
G1CEd_EQ,G1CEd,,EQ,trading212,2025-12-26,True,True,yahoo,
G24d_EQ,G24d,,EQ,trading212,2025-12-26,True,False,none,
GAAAl_EQ,GAAAl,,EQ,trading212,2025-12-26,True,True,yahoo,
GABC_US_EQ,GABC,US,EQ,trading212,2025-12-26,True,True,yahoo,
GAGUl_EQ,GAGUl,,EQ,trading212,2025-12-26,True,True,yahoo,
GAGV_AT_EQ,GAGV,AT,EQ,trading212,2025-12-26,True,True,yahoo,
GAHd_EQ,GAHd,,EQ,trading212,2025-12-26,True,True,yahoo,
GAIA_US_EQ,GAIA,US,EQ,trading212,2025-12-26,True,True,yahoo,
GAIDl_EQ,GAIDl,,EQ,trading212,2025-12-26,True,True,yahoo,
GAIN_US_EQ,GAIN,US,EQ,trading212,2025-12-26,True,True,yahoo,
GALP_PT_EQ,GALP,PT,EQ,trading212,2025-12-26,True,True,yahoo,
GALQe_EQ,GALQe,,EQ,trading212,2025-12-26,True,True,yahoo,
GALT_US_EQ,GALT,US,EQ,trading212,2025-12-26,True,True,yahoo,
GAMB_US_EQ,GAMB,US,EQ,trading212,2025-12-26,True,True,yahoo,
GAMC_US_EQ,GAMC,US,EQ,trading212,2025-12-26,True,True,yahoo,
GAME_US_EQ,GAME,US,EQ,trading212,2025-12-26,True,True,yahoo,
GANX_US_EQ,GANX,US,EQ,trading212,2025-12-26,True,True,yahoo,
GAPd_EQ,GAPd,,EQ,trading212,2025-12-26,True,True,yahoo,
GARENA_US_EQ,GARENA,US,EQ,trading212,2025-12-26,True,True,yahoo,
GASNY_US_EQ,GASNY,US,EQ,trading212,2025-12-26,True,True,yahoo,
GASS_US_EQ,GASS,US,EQ,trading212,2025-12-26,True,True,yahoo,
GASm_EQ,GASm,,EQ,trading212,2025-12-26,True,True,yahoo,
GATE_US_EQ,GATE,US,EQ,trading212,2025-12-26,True,True,yahoo,
GATGp_EQ,GATGp,,EQ,trading212,2025-12-26,True,True,yahoo,
GATX_US_EQ,GATX,US,EQ,trading212,2025-12-26,True,True,yahoo,
GAUZ_US_EQ,GAUZ,US,EQ,trading212,2025-12-26,True,True,yahoo,
GAXY_US_EQ,GAXY,US,EQ,trading212,2025-12-26,True,True,yahoo,
GAYMF_US_EQ,GAYMF,US,EQ,trading212,2025-12-26,True,True,yahoo,
GAZd_EQ,GAZd,,EQ,trading212,2025-12-26,True,True,yahoo,
GAZpl_EQ,GAZpl,,EQ,trading212,2025-12-26,True,True,yahoo,
GB1Ad_EQ,GB1Ad,,EQ,trading212,2025-12-26,True,True,yahoo,
GB1Ed_EQ,GB1Ed,,EQ,trading212,2025-12-26,True,True,yahoo,
GBCI_US_EQ,GBCI,US,EQ,trading212,2025-12-26,True,True,yahoo,
GBDC_US_EQ,GBDC,US,EQ,trading212,2025-12-26,True,False,none,
GBDVl_EQ,GBDVl,,EQ,trading212,2025-12-26,True,False,none,
GBE3m_EQ,GBE3m,,EQ,trading212,2025-12-26,True,True,yahoo,
GBE5m_EQ,GBE5m,,EQ,trading212,2025-12-26,True,True,yahoo,
GBERY_US_EQ,GBERY,US,EQ,trading212,2025-12-26,True,True,yahoo,
GBEUm_EQ,GBEUm,,EQ,trading212,2025-12-26,True,True,yahoo,
GBFH_US_EQ,GBFH,US,EQ,trading212,2025-12-26,True,False,none,
GBFd_EQ,GBFd,,EQ,trading212,2025-12-26,True,False,none,
GBIO_US_EQ,GBIO,US,EQ,trading212,2025-12-26,True,True,yahoo,
GBLBY_US_EQ,GBLBY,US,EQ,trading212,2025-12-26,True,False,none,
GBLB_BE_EQ,GBLB,BE,EQ,trading212,2025-12-26,True,False,none,
GBLI1_US_EQ,GBLI1,US,EQ,trading212,2025-12-26,True,True,yahoo,
GBL_US_EQ,GBL,US,EQ,trading212,2025-12-26,True,False,none,
GBOOY_US_EQ,GBOOY,US,EQ,trading212,2025-12-26,True,True,yahoo,
GBOX_US_EQ,GBOX,US,EQ,trading212,2025-12-26,True,True,yahoo,
GBPGl_EQ,GBPGl,,EQ,trading212,2025-12-26,True,False,none,
GBREl_EQ,GBREl,,EQ,trading212,2025-12-26,True,True,yahoo,
GBRG_US_EQ,GBRG,US,EQ,trading212,2025-12-26,True,False,none,
GBR_US_EQ,GBR,US,EQ,trading212,2025-12-26,True,False,none,
GBSEd_EQ,GBSEd,,EQ,trading212,2025-12-26,True,True,yahoo,
GBS_US_EQ,GBS,US,EQ,trading212,2025-12-26,True,False,none,
GBSl_EQ,GBSl,,EQ,trading212,2025-12-26,True,False,none,
GBTp_EQ,GBTp,,EQ,trading212,2025-12-26,True,False,none,
GBUX_US_EQ,GBUX,US,EQ,trading212,2025-12-26,True,True,yahoo,
GBX_US_EQ,GBX,US,EQ,trading212,2025-12-26,True,False,none,
GC40d_EQ,GC40d,,EQ,trading212,2025-12-26,True,False,none,
GCBC_US_EQ,GCBC,US,EQ,trading212,2025-12-26,True,False,none,
GCGBl_EQ,GCGBl,,EQ,trading212,2025-12-26,True,False,none,
GCI_US_EQ,GCI,US,EQ,trading212,2025-12-26,True,True,yahoo,
GCL_US_EQ,GCL,US,EQ,trading212,2025-12-26,True,False,none,
GCO_US_EQ,GCO,US,EQ,trading212,2025-12-26,True,True,yahoo,
GCOe_EQ,GCOe,,EQ,trading212,2025-12-26,True,True,yahoo,
GCPd_EQ,GCPd,,EQ,trading212,2025-12-26,True,False,none,
GCREd_EQ,GCREd,,EQ,trading212,2025-12-26,True,True,yahoo,
GCT_US_EQ,GCT,US,EQ,trading212,2025-12-26,True,False,none,
GCVBl_EQ,GCVBl,,EQ,trading212,2025-12-26,True,False,none,
GCVEm_EQ,GCVEm,,EQ,trading212,2025-12-26,True,True,yahoo,
GCVGl_EQ,GCVGl,,EQ,trading212,2025-12-26,True,False,none,
GDDY_US_EQ,GDDY,US,EQ,trading212,2025-12-26,True,False,none,
GDEN_US_EQ,GDEN,US,EQ,trading212,2025-12-26,True,True,yahoo,
GDGBl_EQ,GDGBl,,EQ,trading212,2025-12-26,True,False,none,
GDHG_US_EQ,GDHG,US,EQ,trading212,2025-12-26,True,False,none,
GDIGl_EQ,GDIGl,,EQ,trading212,2025-12-26,True,True,yahoo,
GDIGm_EQ,GDIGm,,EQ,trading212,2025-12-26,True,True,yahoo,
GDMSl_EQ,GDMSl,,EQ,trading212,2025-12-26,True,False,none,
GDOT_US_EQ,GDOT,US,EQ,trading212,2025-12-26,True,True,yahoo,
GDRX_US_EQ,GDRX,US,EQ,trading212,2025-12-26,True,False,none,
GDRZF_US_EQ,GDRZF,US,EQ,trading212,2025-12-26,True,False,none,
GDST_US_EQ,GDST,US,EQ,trading212,2025-12-26,True,False,none,
GDS_US_EQ,GDS,US,EQ,trading212,2025-12-26,True,False,none,
GDX3l_EQ,GDX3l,,EQ,trading212,2025-12-26,True,False,none,
GDXJl_EQ,GDXJl,,EQ,trading212,2025-12-26,True,False,none,
GDX_EQ,GDX,,EQ,trading212,2025-12-26,True,False,none,
GDXd_EQ,GDXd,,EQ,trading212,2025-12-26,True,False,none,
GDXl_EQ,GDXl,,EQ,trading212,2025-12-26,True,False,none,
GDXm_EQ,GDXm,,EQ,trading212,2025-12-26,True,False,none,
GDYN_US_EQ,GDYN,US,EQ,trading212,2025-12-26,True,False,none,
GD_US_EQ,GD,US,EQ,trading212,2025-12-26,True,False,none,
GE9d_EQ,GE9d,,EQ,trading212,2025-12-26,True,True,yahoo,
GECC_US_EQ,GECC,US,EQ,trading212,2025-12-26,True,True,yahoo,
GECPp_EQ,GECPp,,EQ,trading212,2025-12-26,True,True,yahoo,
GEC_US_EQ,GEC,US,EQ,trading212,2025-12-26,True,True,yahoo,
GEDMl_EQ,GEDMl,,EQ,trading212,2025-12-26,True,True,yahoo,
GEDVl_EQ,GEDVl,,EQ,trading212,2025-12-26,True,True,yahoo,
GEF/B_US_EQ,GEF/B,US,EQ,trading212,2025-12-26,True,True,yahoo,
GEF_US_EQ,GEF,US,EQ,trading212,2025-12-26,True,True,yahoo,
GEGd_EQ,GEGd,,EQ,trading212,2025-12-26,True,True,yahoo,
GEHC_US_EQ,GEHC,US,EQ,trading212,2025-12-26,True,True,yahoo,
GELS_US_EQ,GELS,US,EQ,trading212,2025-12-26,True,True,yahoo,
GELYY_US_EQ,GELYY,US,EQ,trading212,2025-12-26,True,True,yahoo,
GEMI_US_EQ,GEMI,US,EQ,trading212,2025-12-26,True,True,yahoo,
GENC_US_EQ,GENC,US,EQ,trading212,2025-12-26,True,True,yahoo,
GENDEDs_EQ,GENDEDs,,EQ,trading212,2025-12-26,True,True,yahoo,
GENE_US_EQ,GENE,US,EQ,trading212,2025-12-26,True,True,yahoo,
GENK_US_EQ,GENK,US,EQ,trading212,2025-12-26,True,True,yahoo,
GENQ_US_EQ,GENQ,US,EQ,trading212,2025-12-26,True,True,yahoo,
GENYd_EQ,GENYd,,EQ,trading212,2025-12-26,True,True,yahoo,
GEN_US_EQ,GEN,US,EQ,trading212,2025-12-26,True,True,yahoo,
GEOS_US_EQ,GEOS,US,EQ,trading212,2025-12-26,True,True,yahoo,
GEO_US_EQ,GEO,US,EQ,trading212,2025-12-26,True,True,yahoo,
GEPl_EQ,GEPl,,EQ,trading212,2025-12-26,True,True,yahoo,
GERDd_EQ,GERDd,,EQ,trading212,2025-12-26,True,True,yahoo,
GERN_US_EQ,GERN,US,EQ,trading212,2025-12-26,True,True,yahoo,
GESTe_EQ,GESTe,,EQ,trading212,2025-12-26,True,True,yahoo,
GES_US_EQ,GES,US,EQ,trading212,2025-12-26,True,True,yahoo,
GETp_EQ,GETp,,EQ,trading212,2025-12-26,True,True,yahoo,
GEVO_US_EQ,GEVO,US,EQ,trading212,2025-12-26,True,True,yahoo,
GEV_US_EQ,GEV,US,EQ,trading212,2025-12-26,True,True,yahoo,
GE_US_EQ,GE,US,EQ,trading212,2025-12-26,True,True,yahoo,
GFAI_US_EQ,GFAI,US,EQ,trading212,2025-12-26,True,True,yahoo,
GFASY_US_EQ,GFASY,US,EQ,trading212,2025-12-26,True,True,yahoo,
GFAl_EQ,GFAl,,EQ,trading212,2025-12-26,True,True,yahoo,
GFCp_EQ,GFCp,,EQ,trading212,2025-12-26,True,False,none,
GFF_US_EQ,GFF,US,EQ,trading212,2025-12-26,True,False,none,
GFGd_EQ,GFGd,,EQ,trading212,2025-12-26,True,False,none,
GFI_US_EQ,GFI,US,EQ,trading212,2025-12-26,True,True,yahoo,
GFJ1d_EQ,GFJ1d,,EQ,trading212,2025-12-26,True,False,none,
GFL_US_EQ,GFL,US,EQ,trading212,2025-12-26,True,False,none,
GFOR_US_EQ,GFOR,US,EQ,trading212,2025-12-26,True,True,yahoo,
GFR_US_EQ,GFR,US,EQ,trading212,2025-12-26,True,False,none,
GFS_US_EQ,GFS,US,EQ,trading212,2025-12-26,True,False,none,
GFTd_EQ,GFTd,,EQ,trading212,2025-12-26,True,False,none,
GG3Sl_EQ,GG3Sl,,EQ,trading212,2025-12-26,True,False,none,
GGAA_US_EQ,GGAA,US,EQ,trading212,2025-12-26,True,True,yahoo,
GGAL_US_EQ,GGAL,US,EQ,trading212,2025-12-26,True,True,yahoo,
GGB_US_EQ,GGB,US,EQ,trading212,2025-12-26,True,False,none,
GGESl_EQ,GGESl,,EQ,trading212,2025-12-26,True,True,yahoo,
GGG_US_EQ,GGG,US,EQ,trading212,2025-12-26,True,False,none,
GGPI_US_EQ,GGPI,US,EQ,trading212,2025-12-26,True,True,yahoo,
GGRAl_EQ,GGRAl,,EQ,trading212,2025-12-26,True,True,yahoo,
GGREm_EQ,GGREm,,EQ,trading212,2025-12-26,True,True,yahoo,
GGRWl_EQ,GGRWl,,EQ,trading212,2025-12-26,True,False,none,
GGRe_EQ,GGRe,,EQ,trading212,2025-12-26,True,True,yahoo,
GGUEd_EQ,GGUEd,,EQ,trading212,2025-12-26,True,True,yahoo,
GHC_US_EQ,GHC,US,EQ,trading212,2025-12-26,True,False,none,
GHG_US_EQ,GHG,US,EQ,trading212,2025-12-26,True,False,none,
GHIV_US_EQ,GHIV,US,EQ,trading212,2025-12-26,True,True,yahoo,
GHM_US_EQ,GHM,US,EQ,trading212,2025-12-26,True,False,none,
GHRS_US_EQ,GHRS,US,EQ,trading212,2025-12-26,True,False,none,
GHSI_US_EQ,GHSI,US,EQ,trading212,2025-12-26,True,True,yahoo,
GHYEm_EQ,GHYEm,,EQ,trading212,2025-12-26,True,True,yahoo,
GHYGl_EQ,GHYGl,,EQ,trading212,2025-12-26,True,False,none,
GHYSl_EQ,GHYSl,,EQ,trading212,2025-12-26,True,False,none,
GHYUl_EQ,GHYUl,,EQ,trading212,2025-12-26,True,True,yahoo,
GH_US_EQ,GH,US,EQ,trading212,2025-12-26,True,False,none,
GIAC_US_EQ,GIAC,US,EQ,trading212,2025-12-26,True,True,yahoo,
GIA_US_EQ,GIA,US,EQ,trading212,2025-12-26,True,True,yahoo,
GIB_US_EQ,GIB,US,EQ,trading212,2025-12-26,True,True,yahoo,
GIFI_US_EQ,GIFI,US,EQ,trading212,2025-12-26,True,True,yahoo,
GIG1_US_EQ,GIG1,US,EQ,trading212,2025-12-26,True,True,yahoo,
GIGA_US_EQ,GIGA,US,EQ,trading212,2025-12-26,True,True,yahoo,
GIGAa_EQ,GIGAa,,EQ,trading212,2025-12-26,True,True,yahoo,
GIGBl_EQ,GIGBl,,EQ,trading212,2025-12-26,True,True,yahoo,
GIGM_US_EQ,GIGM,US,EQ,trading212,2025-12-26,True,True,yahoo,
GIG_US_EQ,GIG,US,EQ,trading212,2025-12-26,True,True,yahoo,
GIII_US_EQ,GIII,US,EQ,trading212,2025-12-26,True,True,yahoo,
GIKLY_US_EQ,GIKLY,US,EQ,trading212,2025-12-26,True,True,yahoo,
GIK_US_EQ,GIK,US,EQ,trading212,2025-12-26,True,True,yahoo,
GIL5l_EQ,GIL5l,,EQ,trading212,2025-12-26,True,True,yahoo,
GILD_US_EQ,GILD,US,EQ,trading212,2025-12-26,True,True,yahoo,
GILEl_EQ,GILEl,,EQ,trading212,2025-12-26,True,True,yahoo,
GILGl_EQ,GILGl,,EQ,trading212,2025-12-26,True,True,yahoo,
GILT_US_EQ,GILT,US,EQ,trading212,2025-12-26,True,True,yahoo,
GIL_US_EQ,GIL,US,EQ,trading212,2025-12-26,True,True,yahoo,
GILd_EQ,GILd,,EQ,trading212,2025-12-26,True,True,yahoo,
GIMB_BE_EQ,GIMB,BE,EQ,trading212,2025-12-26,True,True,yahoo,
GINl_EQ,GINl,,EQ,trading212,2025-12-26,True,True,yahoo,
GIPR_US_EQ,GIPR,US,EQ,trading212,2025-12-26,True,True,yahoo,
GISGl_EQ,GISGl,,EQ,trading212,2025-12-26,True,True,yahoo,
GISTl_EQ,GISTl,,EQ,trading212,2025-12-26,True,True,yahoo,
GIS_US_EQ,GIS,US,EQ,trading212,2025-12-26,True,True,yahoo,
GISd_EQ,GISd,,EQ,trading212,2025-12-26,True,True,yahoo,
GIX_US_EQ,GIX,US,EQ,trading212,2025-12-26,True,True,yahoo,
GJGBl_EQ,GJGBl,,EQ,trading212,2025-12-26,True,False,none,
GJNSY_US_EQ,GJNSY,US,EQ,trading212,2025-12-26,True,False,none,
GKOS_US_EQ,GKOS,US,EQ,trading212,2025-12-26,True,True,yahoo,
GL3Sl_EQ,GL3Sl,,EQ,trading212,2025-12-26,True,False,none,
GLAD_US_EQ,GLAD,US,EQ,trading212,2025-12-26,True,True,yahoo,
GLAPY_US_EQ,GLAPY,US,EQ,trading212,2025-12-26,True,True,yahoo,
GLAQ_US_EQ,GLAQ,US,EQ,trading212,2025-12-26,True,True,yahoo,
GLASF_US_EQ,GLASF,US,EQ,trading212,2025-12-26,True,True,yahoo,
GLATF_US_EQ,GLATF,US,EQ,trading212,2025-12-26,True,True,yahoo,
GLBE_US_EQ,GLBE,US,EQ,trading212,2025-12-26,True,True,yahoo,
GLBL_US_EQ,GLBL,US,EQ,trading212,2025-12-26,True,False,none,
GLBS_US_EQ,GLBS,US,EQ,trading212,2025-12-26,True,False,none,
GLBZ_US_EQ,GLBZ,US,EQ,trading212,2025-12-26,True,False,none,
GLBl_EQ,GLBl,,EQ,trading212,2025-12-26,True,False,none,
GLCBl_EQ,GLCBl,,EQ,trading212,2025-12-26,True,False,none,
GLD3l_EQ,GLD3l,,EQ,trading212,2025-12-26,True,False,none,
GLDD_US_EQ,GLDD,US,EQ,trading212,2025-12-26,True,False,none,
GLDFF_US_EQ,GLDFF,US,EQ,trading212,2025-12-26,True,False,none,
GLDG_US_EQ,GLDG,US,EQ,trading212,2025-12-26,True,False,none,
GLDII_EQ,GLDII,,EQ,trading212,2025-12-26,True,True,yahoo,
GLDUl_EQ,GLDUl,,EQ,trading212,2025-12-26,True,True,yahoo,
GLDVl_EQ,GLDVl,,EQ,trading212,2025-12-26,True,False,none,
GLEO_US_EQ,GLEO,US,EQ,trading212,2025-12-26,True,True,yahoo,
GLE_US_EQ,GLE,US,EQ,trading212,2025-12-26,True,True,yahoo,
GLEp_EQ,GLEp,,EQ,trading212,2025-12-26,True,True,yahoo,
GLGI_US_EQ,GLGI,US,EQ,trading212,2025-12-26,True,True,yahoo,
GLG_US_EQ,GLG,US,EQ,trading212,2025-12-26,True,False,none,
GLIBA1_US_EQ,GLIBA1,US,EQ,trading212,2025-12-26,True,True,yahoo,
GLIBK_US_EQ,GLIBK,US,EQ,trading212,2025-12-26,True,True,yahoo,
GLJd_EQ,GLJd,,EQ,trading212,2025-12-26,True,False,none,
GLMD_US_EQ,GLMD,US,EQ,trading212,2025-12-26,True,False,none,
GLNG_US_EQ,GLNG,US,EQ,trading212,2025-12-26,True,False,none,
GLOB_US_EQ,GLOB,US,EQ,trading212,2025-12-26,True,True,yahoo,
GLOG_BE_EQ,GLOG,BE,EQ,trading212,2025-12-26,True,True,yahoo,
GLOO_US_EQ,GLOO,US,EQ,trading212,2025-12-26,True,True,yahoo,
GLOd_EQ,GLOd,,EQ,trading212,2025-12-26,True,True,yahoo,
GLOp_EQ,GLOp,,EQ,trading212,2025-12-26,True,True,yahoo,
GLPEY_US_EQ,GLPEY,US,EQ,trading212,2025-12-26,True,True,yahoo,
GLPG_US_EQ,GLPG,US,EQ,trading212,2025-12-26,True,False,none,
GLPGa_EQ,GLPGa,,EQ,trading212,2025-12-26,True,True,yahoo,
GLPI_US_EQ,GLPI,US,EQ,trading212,2025-12-26,True,True,yahoo,
GLPRl_EQ,GLPRl,,EQ,trading212,2025-12-26,True,False,none,
GLRAl_EQ,GLRAl,,EQ,trading212,2025-12-26,True,True,yahoo,
GLRE_US_EQ,GLRE,US,EQ,trading212,2025-12-26,True,True,yahoo,
GLREl_EQ,GLREl,,EQ,trading212,2025-12-26,True,True,yahoo,
GLSI_US_EQ,GLSI,US,EQ,trading212,2025-12-26,True,True,yahoo,
GLTA_US_EQ,GLTA,US,EQ,trading212,2025-12-26,True,True,yahoo,
GLTLl_EQ,GLTLl,,EQ,trading212,2025-12-26,True,False,none,
GLTO_US_EQ,GLTO,US,EQ,trading212,2025-12-26,True,True,yahoo,
GLTRl_EQ,GLTRl,,EQ,trading212,2025-12-26,True,False,none,
GLTSl_EQ,GLTSl,,EQ,trading212,2025-12-26,True,False,none,
GLTYl_EQ,GLTYl,,EQ,trading212,2025-12-26,True,False,none,
GLT_US_EQ,GLT,US,EQ,trading212,2025-12-26,True,False,none,
GLUE_US_EQ,GLUE,US,EQ,trading212,2025-12-26,True,True,yahoo,
GLUGl_EQ,GLUGl,,EQ,trading212,2025-12-26,True,True,yahoo,
GLUGm_EQ,GLUGm,,EQ,trading212,2025-12-26,True,True,yahoo,
GLUXp_EQ,GLUXp,,EQ,trading212,2025-12-26,True,True,yahoo,
GLW_US_EQ,GLW,US,EQ,trading212,2025-12-26,True,False,none,
GLWd_EQ,GLWd,,EQ,trading212,2025-12-26,True,False,none,
GLXG_US_EQ,GLXG,US,EQ,trading212,2025-12-26,True,False,none,
GLXY_US_EQ,GLXY,US,EQ,trading212,2025-12-26,True,False,none,
GLXZ_US_EQ,GLXZ,US,EQ,trading212,2025-12-26,True,False,none,
GLYC_US_EQ,GLYC,US,EQ,trading212,2025-12-26,True,False,none,
GMAB_US_EQ,GMAB,US,EQ,trading212,2025-12-26,True,True,yahoo,
GMBL_US_EQ,GMBL,US,EQ,trading212,2025-12-26,True,False,none,
GMBT_US_EQ,GMBT,US,EQ,trading212,2025-12-26,True,False,none,
GMED_US_EQ,GMED,US,EQ,trading212,2025-12-26,True,True,yahoo,
GME_US_EQ,GME,US,EQ,trading212,2025-12-26,True,True,yahoo,
GMFI_US_EQ,GMFI,US,EQ,trading212,2025-12-26,True,True,yahoo,
GMGI_US_EQ,GMGI,US,EQ,trading212,2025-12-26,True,True,yahoo,
GMHI_US_EQ,GMHI,US,EQ,trading212,2025-12-26,True,True,yahoo,
GMII_US_EQ,GMII,US,EQ,trading212,2025-12-26,True,True,yahoo,
GMM_US_EQ,GMM,US,EQ,trading212,2025-12-26,True,False,none,
GMMd_EQ,GMMd,,EQ,trading212,2025-12-26,True,False,none,
GMRE_US_EQ,GMRE,US,EQ,trading212,2025-12-26,True,True,yahoo,
GMVD_US_EQ,GMVD,US,EQ,trading212,2025-12-26,True,False,none,
GMVHY_US_EQ,GMVHY,US,EQ,trading212,2025-12-26,True,False,none,
GM_US_EQ,GM,US,EQ,trading212,2025-12-26,True,False,none,
GNCA_US_EQ,GNCA,US,EQ,trading212,2025-12-26,True,True,yahoo,
GNE_US_EQ,GNE,US,EQ,trading212,2025-12-26,True,True,yahoo,
GNFT_US_EQ,GNFT,US,EQ,trading212,2025-12-26,True,False,none,
GNFTp_EQ,GNFTp,,EQ,trading212,2025-12-26,True,False,none,
GNGBY_US_EQ,GNGBY,US,EQ,trading212,2025-12-26,True,False,none,
GNK_US_EQ,GNK,US,EQ,trading212,2025-12-26,True,False,none,
GNLN_US_EQ,GNLN,US,EQ,trading212,2025-12-26,True,False,none,
GNLX_US_EQ,GNLX,US,EQ,trading212,2025-12-26,True,False,none,
GNL_US_EQ,GNL,US,EQ,trading212,2025-12-26,True,False,none,
GNNDY_US_EQ,GNNDY,US,EQ,trading212,2025-12-26,True,False,none,
GNOGl_EQ,GNOGl,,EQ,trading212,2025-12-26,True,True,yahoo,
GNOMl_EQ,GNOMl,,EQ,trading212,2025-12-26,True,True,yahoo,
GNOMm_EQ,GNOMm,,EQ,trading212,2025-12-26,True,True,yahoo,
GNPK_US_EQ,GNPK,US,EQ,trading212,2025-12-26,True,False,none,
GNPX_US_EQ,GNPX,US,EQ,trading212,2025-12-26,True,False,none,
GNRC_US_EQ,GNRC,US,EQ,trading212,2025-12-26,True,False,none,
GNRS_US_EQ,GNRS,US,EQ,trading212,2025-12-26,True,False,none,
